OBJECTID,CT20,Pop_20,PopTot_18U,Pop_SqM,Hu_2020,HU_SqM,CRRALL,Med_HH_Inc,Pov100_20,Pov100Rate,PC_NH_wht,PC_NH_Blk,PC_NH_Asn,PC_Hispani,PC_LessTha,PC_Eng_bel,p_no_intnt,Shape__Are,Shape__Len,total,pct_walk,unwalkable,unwalkab_1,unwalkab_2,unwalkab_3,unwalkab_4,unwalkab_5,unwalkab_6,unwalkab_7,unwalkab_8,unwalkab_9,unwalkab10,unwalkab11,unwalkab12,unwalkab13,unwalkab14,unwalkab15,unwalkab16,unwalkab17,unwalkab18,unwalkab19
"2319","910606","3252","2019","6169","807","1531",56.600000000000001,"47083","902",27.736777367773701,9.420000000000000,4.910000000000000,4.090000000000000,79.260000000000005,39.180000000000000,17.629999999999999,5.310000000000000,14695432.820312500000000,16244.413591744900259,1365456.222000,"69","910606","3252","2019","6169","807","1531",56.600000000000001,"47083","902",27.736777367773701,9.420000000000000,4.910000000000000,4.090000000000000,79.260000000000005,39.180000000000000,17.629999999999999,5.310000000000000,14695432.820312500000000,16244.413591744900259,418771.79454
"2320","910607","3898","2493","8245","1176","2487",64.000000000000000,"40250","878",22.524371472550001,12.230000000000000,13.250000000000000,0.590000000000000,73.209999999999994,24.030000000000001,13.720000000000001,12.740000000000000,13180402.449218800291419,16027.037804930900165,1224684.593000,"49","910607","3898","2493","8245","1176","2487",64.000000000000000,"40250","878",22.524371472550001,12.230000000000000,13.250000000000000,0.590000000000000,73.209999999999994,24.030000000000001,13.720000000000001,12.740000000000000,13180402.449218800291419,16027.037804930900165,622626.14029
"2321","910608","3516","2603","6479","936","1725",61.700000000000003,"57760","674",19.169510807736099,16.070000000000000,11.180000000000000,4.090000000000000,66.549999999999997,21.399999999999999,13.449999999999999,12.150000000000000,15130090.734375000000000,17620.039331813200988,1405843.818000,"91","910608","3516","2603","6479","936","1725",61.700000000000003,"57760","674",19.169510807736099,16.070000000000000,11.180000000000000,4.090000000000000,66.549999999999997,21.399999999999999,13.449999999999999,12.150000000000000,15130090.734375000000000,17620.039331813200988,131825.20152
"2322","910706","6568","3971","821","1671","209",64.700000000000003,"66724","947",14.418392204628500,9.289999999999999,16.340000000000000,0.370000000000000,71.310000000000002,24.980000000000000,14.380000000000001,10.670000000000000,222950024.564453005790710,73423.919695838500047,20715832.890000,"19","910706","6568","3971","821","1671","209",64.700000000000003,"66724","947",14.418392204628500,9.289999999999999,16.340000000000000,0.370000000000000,71.310000000000002,24.980000000000000,14.380000000000001,10.670000000000000,222950024.564453005790710,73423.919695838500047,16855510.52900
"2323","910707","5943","3254","2291","1731","667",61.600000000000001,"57250","1079",18.155813562174000,14.840000000000000,14.470000000000001,1.690000000000000,64.709999999999994,24.250000000000000,9.619999999999999,8.890000000000002,72311493.207031294703484,35064.611486533300194,6718958.033000,"28","910707","5943","3254","2291","1731","667",61.600000000000001,"57250","1079",18.155813562174000,14.840000000000000,14.470000000000001,1.690000000000000,64.709999999999994,24.250000000000000,9.619999999999999,8.890000000000002,72311493.207031294703484,35064.611486533300194,4820165.11581
"2325","910712","3167","2374","3962","745","932",65.400000000000006,"71842","176",5.557309756867700,11.720000000000001,13.660000000000000,1.410000000000000,71.079999999999998,31.210000000000001,14.570000000000000,10.420000000000000,22286649.979492198675871,19254.709549119499570,2070807.042000,"36","910712","3167","2374","3962","745","932",65.400000000000006,"71842","176",5.557309756867700,11.720000000000001,13.660000000000000,1.410000000000000,71.079999999999998,31.210000000000001,14.570000000000000,10.420000000000000,22286649.979492198675871,19254.709549119499570,1327776.85024
"2326","910713","6057","4394","7933","1491","1953",65.700000000000003,"64313","1126",18.590061086346399,8.029999999999999,12.270000000000000,2.460000000000000,76.420000000000002,26.539999999999999,16.640000000000001,6.050000000000000,21284571.017578098922968,18666.697170596598880,1977701.720000,"42","910713","6057","4394","7933","1491","1953",65.700000000000003,"64313","1126",18.590061086346399,8.029999999999999,12.270000000000000,2.460000000000000,76.420000000000002,26.539999999999999,16.640000000000001,6.050000000000000,21284571.017578098922968,18666.697170596598880,1143286.89929
"2327","910714","3925","2497","10127","935","2412",59.000000000000000,"61909","405",10.318471337579600,7.570000000000000,11.060000000000000,1.200000000000000,77.000000000000000,27.989999999999998,17.180000000000000,12.180000000000000,10804986.966796899214387,13480.661410302600416,1003967.462000,"87","910714","3925","2497","10127","935","2412",59.000000000000000,"61909","405",10.318471337579600,7.570000000000000,11.060000000000000,1.200000000000000,77.000000000000000,27.989999999999998,17.180000000000000,12.180000000000000,10804986.966796899214387,13480.661410302600416,127838.34302
"2328","910715","7083","4420","9232","1988","2591",64.599999999999994,"55651","468",6.607369758576870,9.740000000000000,12.010000000000000,5.320000000000000,70.620000000000005,26.969999999999999,13.779999999999999,6.030000000000000,21389715.550781294703484,21469.710998307600676,1987467.498000,"88","910715","7083","4420","9232","1988","2591",64.599999999999994,"55651","468",6.607369758576870,9.740000000000000,12.010000000000000,5.320000000000000,70.620000000000005,26.969999999999999,13.779999999999999,6.030000000000000,21389715.550781294703484,21469.710998307600676,243461.39607
"2329","910716","6629","4317","6960","1760","1848",68.599999999999994,"77500","883",13.320259465982801,15.160000000000000,12.800000000000001,1.000000000000000,70.250000000000000,25.739999999999998,10.820000000000000,7.890000000000000,26553884.368164099752903,24707.145033319800859,2467304.203000,"29","910716","6629","4317","6960","1760","1848",68.599999999999994,"77500","883",13.320259465982801,15.160000000000000,12.800000000000001,1.000000000000000,70.250000000000000,25.739999999999998,10.820000000000000,7.890000000000000,26553884.368164099752903,24707.145033319800859,1753807.36638
"2330","910717","2328","1621","3492","602","903",71.299999999999997,"81667","168",7.216494845360820,5.110000000000000,7.340000000000000,0.000000000000000,87.549999999999997,10.920000000000000,17.829999999999998,13.150000000000000,18586491.027343798428774,18947.133415892600169,1727002.719000,"78","910717","2328","1621","3492","602","903",71.299999999999997,"81667","168",7.216494845360820,5.110000000000000,7.340000000000000,0.000000000000000,87.549999999999997,10.920000000000000,17.829999999999998,13.150000000000000,18586491.027343798428774,18947.133415892600169,373153.55977
"2331","910718","5801","3634","7435","1426","1828",69.900000000000006,"67330","538",9.274263058093430,10.160000000000000,3.710000000000000,0.990000000000000,78.950000000000003,30.129999999999999,19.480000000000000,6.020000000000000,21751572.688476599752903,20281.225890946199797,2021092.491000,"62","910718","5801","3634","7435","1426","1828",69.900000000000006,"67330","538",9.274263058093430,10.160000000000000,3.710000000000000,0.990000000000000,78.950000000000003,30.129999999999999,19.480000000000000,6.020000000000000,21751572.688476599752903,20281.225890946199797,764030.96173
"2332","910719","4438","2679","5762","1030","1337",68.599999999999994,"71774","624",14.060387561964800,5.070000000000000,26.699999999999999,3.530000000000000,64.709999999999994,21.800000000000001,23.590000000000000,18.030000000000001,21473610.905273400247097,21433.566403594399162,1995267.463000,"50","910719","4438","2679","5762","1030","1337",68.599999999999994,"71774","624",14.060387561964800,5.070000000000000,26.699999999999999,3.530000000000000,64.709999999999994,21.800000000000001,23.590000000000000,18.030000000000001,21473610.905273400247097,21433.566403594399162,1004046.29283
"2333","910720","5195","3419","8030","1474","2278",66.900000000000006,"48925","1627",31.318575553416700,21.890000000000001,7.710000000000000,6.250000000000000,64.150000000000006,27.640000000000001,12.660000000000000,13.080000000000000,18036538.444335900247097,18849.973365054698661,1675902.421000,"25","910720","5195","3419","8030","1474","2278",66.900000000000006,"48925","1627",31.318575553416700,21.890000000000001,7.710000000000000,6.250000000000000,64.150000000000006,27.640000000000001,12.660000000000000,13.080000000000000,18036538.444335900247097,18849.973365054698661,1254796.22194
"2334","910721","3271","2004","4329","903","1195",68.599999999999994,"62045","236",7.214918985019870,37.700000000000003,9.920000000000000,6.250000000000000,46.070000000000000,26.050000000000001,12.430000000000000,0.000000000000000,21064508.458007801324129,24064.650349816300150,1957254.666000,"0","910721","3271","2004","4329","903","1195",68.599999999999994,"62045","236",7.214918985019870,37.700000000000003,9.920000000000000,6.250000000000000,46.070000000000000,26.050000000000001,12.430000000000000,0.000000000000000,21064508.458007801324129,24064.650349816300150,1957254.66616
"2336","910807","6097","4241","2858","1914","897",72.500000000000000,"107386","606",9.939314416926360,50.390000000000001,4.670000000000000,13.270000000000000,29.489999999999998,10.210000000000001,5.730000000000000,6.950000000000000,59474159.398437500000000,38472.525175172297168,5526054.482000,"29","910807","6097","4241","2858","1914","897",72.500000000000000,"107386","606",9.939314416926360,50.390000000000001,4.670000000000000,13.270000000000000,29.489999999999998,10.210000000000001,5.730000000000000,6.950000000000000,59474159.398437500000000,38472.525175172297168,3914055.67232
"2337","910808","3528","2755","844","1155","276",79.099999999999994,"100759","0",0.000000000000000,59.299999999999997,5.600000000000000,0.650000000000000,30.789999999999999,7.700000000000000,1.670000000000000,1.030000000000000,116487918.485351994633675,62834.622803275997285,10823544.430000,"7","910808","3528","2755","844","1155","276",79.099999999999994,"100759","0",0.000000000000000,59.299999999999997,5.600000000000000,0.650000000000000,30.789999999999999,7.700000000000000,1.670000000000000,1.030000000000000,116487918.485351994633675,62834.622803275997285,10023397.35980
"2338","910809","2384","1661","635","774","206",78.799999999999997,"160250","9",0.377516778523490,71.620000000000005,1.120000000000000,1.630000000000000,22.320000000000000,1.510000000000000,0.480000000000000,6.060000000000000,104639251.810546994209290,48323.722941393505607,9722512.639000,"4","910809","2384","1661","635","774","206",78.799999999999997,"160250","9",0.377516778523490,71.620000000000005,1.120000000000000,1.630000000000000,22.320000000000000,1.510000000000000,0.480000000000000,6.060000000000000,104639251.810546994209290,48323.722941393505607,9361369.81406
"2344","920013","7821","4780","2481","2471","784",80.400000000000006,"130026","523",6.687124408643400,40.200000000000003,11.600000000000000,16.629999999999999,25.500000000000000,10.170000000000000,1.690000000000000,2.100000000000000,87872872.106445297598839,45964.880624265897495,8164694.988000,"72","920013","7821","4780","2481","2471","784",80.400000000000006,"130026","523",6.687124408643400,40.200000000000003,11.600000000000000,16.629999999999999,25.500000000000000,10.170000000000000,1.690000000000000,2.100000000000000,87872872.106445297598839,45964.880624265897495,2256571.34442
"2345","920015","6734","4676","2035","1893","572",82.500000000000000,"151902","81",1.202851202851200,68.379999999999995,3.120000000000000,5.670000000000000,20.250000000000000,4.450000000000000,0.900000000000000,1.640000000000000,92264706.340820297598839,58522.717834582697833,8572836.827000,"45","920015","6734","4676","2035","1893","572",82.500000000000000,"151902","81",1.202851202851200,68.379999999999995,3.120000000000000,5.670000000000000,20.250000000000000,4.450000000000000,0.900000000000000,1.640000000000000,92264706.340820297598839,58522.717834582697833,4715562.89948
"2346","920016","4413","2843","5396","1555","1901",78.000000000000000,"134063","0",0.000000000000000,51.820000000000000,4.880000000000000,11.020000000000000,28.840000000000000,6.230000000000000,0.600000000000000,1.320000000000000,22800444.463867194950581,21890.282069867098471,2118513.162000,"36","920016","4413","2843","5396","1555","1901",78.000000000000000,"134063","0",0.000000000000000,51.820000000000000,4.880000000000000,11.020000000000000,28.840000000000000,6.230000000000000,0.600000000000000,1.320000000000000,22800444.463867194950581,21890.282069867098471,1363340.94498
"2347","920017","4201","3117","5239","1437","1792",79.799999999999997,"112292","140",3.332539871459180,61.320000000000000,0.120000000000000,2.830000000000000,30.520000000000000,8.279999999999999,2.860000000000000,2.150000000000000,22354788.918945301324129,20513.915048264796496,2077096.821000,"88","920017","4201","3117","5239","1437","1792",79.799999999999997,"112292","140",3.332539871459180,61.320000000000000,0.120000000000000,2.830000000000000,30.520000000000000,8.279999999999999,2.860000000000000,2.150000000000000,22354788.918945301324129,20513.915048264796496,252921.14605
"2348","920018","2238","1484","5992","762","2040",83.000000000000000,"114219","130",5.808757819481680,68.090000000000003,0.150000000000000,5.290000000000000,24.649999999999999,10.180000000000000,1.680000000000000,6.150000000000000,10412819.615234399214387,13125.238724138400357,967510.352700,"61","920018","2238","1484","5992","762","2040",83.000000000000000,"114219","130",5.808757819481680,68.090000000000003,0.150000000000000,5.290000000000000,24.649999999999999,10.180000000000000,1.680000000000000,6.150000000000000,10412819.615234399214387,13125.238724138400357,373927.26975
"2349","920020","7024","4770","1676","2213","528",80.299999999999997,"107969","199",2.833143507972670,55.530000000000001,0.650000000000000,6.700000000000000,33.430000000000000,5.580000000000000,4.000000000000000,4.280000000000000,116828058.600585997104645,62137.345608833602455,10855146.110000,"65","920020","7024","4770","1676","2213","528",80.299999999999997,"107969","199",2.833143507972670,55.530000000000001,0.650000000000000,6.700000000000000,33.430000000000000,5.580000000000000,4.000000000000000,4.280000000000000,116828058.600585997104645,62137.345608833602455,3794538.31179
"2350","920028","8040","5606","8089","2452","2467",78.700000000000003,"119219","1386",17.238805970149301,30.600000000000001,6.550000000000000,18.199999999999999,39.259999999999998,7.210000000000000,1.980000000000000,1.930000000000000,27707837.705078098922968,30121.489028931500798,2574475.959000,"42","920028","8040","5606","8089","2452","2467",78.700000000000003,"119219","1386",17.238805970149301,30.600000000000001,6.550000000000000,18.199999999999999,39.259999999999998,7.210000000000000,1.980000000000000,1.930000000000000,27707837.705078098922968,30121.489028931500798,1496983.09265
"2351","920029","5952","3921","6343","853","909",69.900000000000006,"84315","678",11.391129032258100,51.590000000000003,6.320000000000000,5.390000000000000,32.380000000000003,9.130000000000001,3.010000000000000,3.420000000000000,26161758.983398400247097,29573.160550066997530,2430817.640000,"81","920029","5952","3921","6343","853","909",69.900000000000006,"84315","678",11.391129032258100,51.590000000000003,6.320000000000000,5.390000000000000,32.380000000000003,9.130000000000001,3.010000000000000,3.420000000000000,26161758.983398400247097,29573.160550066997530,470565.06184
"2352","920030","5398","3640","5282","2138","2092",75.200000000000003,"92759","376",6.965542793627270,32.289999999999999,8.850000000000000,12.460000000000001,39.990000000000002,10.850000000000000,4.010000000000000,2.380000000000000,28491548.731445301324129,23883.316972781398363,2647281.705000,"44","920030","5398","3640","5282","2138","2092",75.200000000000003,"92759","376",6.965542793627270,32.289999999999999,8.850000000000000,12.460000000000001,39.990000000000002,10.850000000000000,4.010000000000000,2.380000000000000,28491548.731445301324129,23883.316972781398363,1487857.55719
"2353","920031","4852","3770","1859","2777","1064",79.700000000000003,"58617","497",10.243198680956301,55.140000000000001,1.520000000000000,5.630000000000000,35.539999999999999,6.050000000000000,0.530000000000000,8.270000000000000,72770485.998046904802322,51825.649302425597853,6761422.109000,"13","920031","4852","3770","1859","2777","1064",79.700000000000003,"58617","497",10.243198680956301,55.140000000000001,1.520000000000000,5.630000000000000,35.539999999999999,6.050000000000000,0.530000000000000,8.270000000000000,72770485.998046904802322,51825.649302425597853,5893468.95620
"2354","920034","4151","2431","1193","1319","379",74.099999999999994,"89234","449",10.816670681763400,40.710000000000001,2.380000000000000,9.930000000000000,43.950000000000003,11.020000000000000,8.640000000000002,1.880000000000000,97010180.488281294703484,45095.589247730698844,9013712.597000,"10","920034","4151","2431","1193","1319","379",74.099999999999994,"89234","449",10.816670681763400,40.710000000000001,2.380000000000000,9.930000000000000,43.950000000000003,11.020000000000000,8.640000000000002,1.880000000000000,97010180.488281294703484,45095.589247730698844,8154834.36654
"2355","920035","8152","5076","8560","2355","2473",67.200000000000003,"77086","1447",17.750245338567201,30.960000000000001,1.520000000000000,3.780000000000000,58.399999999999999,17.809999999999999,12.980000000000000,2.460000000000000,26548828.826171901077032,20241.107802845199330,2466777.834000,"8","920035","8152","5076","8560","2355","2473",67.200000000000003,"77086","1447",17.750245338567201,30.960000000000001,1.520000000000000,3.780000000000000,58.399999999999999,17.809999999999999,12.980000000000000,2.460000000000000,26548828.826171901077032,20241.107802845199330,2269995.86638
"2356","920038","2629","1229","6857","1484","3870",46.700000000000003,"50000","303",11.525294788893101,35.100000000000001,6.510000000000000,3.980000000000000,49.579999999999998,17.489999999999998,11.150000000000000,3.680000000000000,10689439.148437500000000,19846.962010910399840,993207.707700,"40","920038","2629","1229","6857","1484","3870",46.700000000000003,"50000","303",11.525294788893101,35.100000000000001,6.510000000000000,3.980000000000000,49.579999999999998,17.489999999999998,11.150000000000000,3.680000000000000,10689439.148437500000000,19846.962010910399840,591956.31795
"2357","920039","1763","1341","4378","589","1463",81.900000000000006,"128125","13",0.737379466817924,55.210000000000001,4.440000000000002,3.270000000000000,34.630000000000003,10.510000000000000,2.310000000000000,0.000000000000000,11226688.996093800291419,17515.632691814098507,1043126.009000,"90","920039","1763","1341","4378","589","1463",81.900000000000006,"128125","13",0.737379466817924,55.210000000000001,4.440000000000002,3.270000000000000,34.630000000000003,10.510000000000000,2.310000000000000,0.000000000000000,11226688.996093800291419,17515.632691814098507,109075.60483
"2358","920040","5075","2966","4440","1065","932",70.900000000000006,"99688","109",2.147783251231530,44.180000000000000,7.780000000000000,10.080000000000000,35.030000000000001,8.600000000000000,6.440000000000000,1.910000000000000,31861962.882812500000000,27203.389479533798294,2960457.460000,"5","920040","5075","2966","4440","1065","932",70.900000000000006,"99688","109",2.147783251231530,44.180000000000000,7.780000000000000,10.080000000000000,35.030000000000001,8.600000000000000,6.440000000000000,1.910000000000000,31861962.882812500000000,27203.389479533798294,2826738.91288
"2359","920041","1426","970","2052","914","1315",61.000000000000000,"85821","130",9.116409537166900,29.190000000000001,8.140000000000002,12.630000000000001,44.909999999999997,5.670000000000000,0.000000000000000,0.000000000000000,19376055.755859401077032,21039.564661801701732,1800321.833000,"43","920041","1426","970","2052","914","1315",61.000000000000000,"85821","130",9.116409537166900,29.190000000000001,8.140000000000002,12.630000000000001,44.909999999999997,5.670000000000000,0.000000000000000,0.000000000000000,19376055.755859401077032,21039.564661801701732,1025422.65274
"2360","920042","7733","5054","5291","2541","1739",74.000000000000000,"96200","788",10.190094400620699,39.460000000000001,3.950000000000000,11.250000000000000,32.000000000000000,6.940000000000000,4.410000000000000,5.000000000000000,40746850.354492202401161,39481.585858924103377,3785965.567000,"0","920042","7733","5054","5291","2541","1739",74.000000000000000,"96200","788",10.190094400620699,39.460000000000001,3.950000000000000,11.250000000000000,32.000000000000000,6.940000000000000,4.410000000000000,5.000000000000000,40746850.354492202401161,39481.585858924103377,3785965.56767
"2361","920043","8734","5311","1210","2448","339",74.299999999999997,"155917","442",5.060682390657200,37.039999999999999,5.670000000000000,23.879999999999999,25.629999999999999,4.910000000000000,5.030000000000000,0.000000000000000,201156445.970703005790710,67360.642270389202167,18690299.870000,"25","920043","8734","5311","1210","2448","339",74.299999999999997,"155917","442",5.060682390657200,37.039999999999999,5.670000000000000,23.879999999999999,25.629999999999999,4.910000000000000,5.030000000000000,0.000000000000000,201156445.970703005790710,67360.642270389202167,14069507.89910
"2362","920044","2746","1806","7112","921","2385",76.900000000000006,"97100","60",2.184996358339400,45.320000000000000,0.130000000000000,9.580000000000000,40.719999999999999,4.760000000000000,3.710000000000000,1.910000000000000,10764345.893554700538516,15038.945806835799885,1000170.211000,"79","920044","2746","1806","7112","921","2385",76.900000000000006,"97100","60",2.184996358339400,45.320000000000000,0.130000000000000,9.580000000000000,40.719999999999999,4.760000000000000,3.710000000000000,1.910000000000000,10764345.893554700538516,15038.945806835799885,214402.04085
"2363","920045","4428","3398","6134","1465","2029",83.299999999999997,"127292","61",1.377597109304430,61.579999999999998,3.520000000000000,10.380000000000001,21.840000000000000,2.470000000000000,3.880000000000000,0.500000000000000,20125039.827148400247097,19934.120700772800774,1869923.203000,"54","920045","4428","3398","6134","1465","2029",83.299999999999997,"127292","61",1.377597109304430,61.579999999999998,3.520000000000000,10.380000000000001,21.840000000000000,2.470000000000000,3.880000000000000,0.500000000000000,20125039.827148400247097,19934.120700772800774,854173.48551
"2364","920046","2909","2786","17717","637","3880",68.599999999999994,"71619","99",3.403231350979720,22.969999999999999,1.590000000000000,3.830000000000000,66.549999999999997,16.079999999999998,7.570000000000000,5.380000000000000,4577354.731445309706032,14398.226528416700603,425303.549700,"50","920046","2909","2786","17717","637","3880",68.599999999999994,"71619","99",3.403231350979720,22.969999999999999,1.590000000000000,3.830000000000000,66.549999999999997,16.079999999999998,7.570000000000000,5.380000000000000,4577354.731445309706032,14398.226528416700603,214756.21844
"2365","920047","6682","4332","33535","1733","8697",58.500000000000000,"55959","1817",27.192457348099399,14.699999999999999,4.470000000000000,4.460000000000000,73.900000000000006,26.289999999999999,15.260000000000000,6.440000000000000,5554948.793945309706032,11439.839237589099866,516135.988700,"13","920047","6682","4332","33535","1733","8697",58.500000000000000,"55959","1817",27.192457348099399,14.699999999999999,4.470000000000000,4.460000000000000,73.900000000000006,26.289999999999999,15.260000000000000,6.440000000000000,5554948.793945309706032,11439.839237589099866,449166.37701
"2366","920048","6324","3991","6147","1339","1302",69.900000000000006,"80795","559",8.839342188488304,40.469999999999999,3.360000000000000,2.110000000000000,49.329999999999998,18.390000000000001,7.970000000000000,5.770000000000000,28680434.270507801324129,31982.349529341499874,2664836.120000,"63","920048","6324","3991","6147","1339","1302",69.900000000000006,"80795","559",8.839342188488304,40.469999999999999,3.360000000000000,2.110000000000000,49.329999999999998,18.390000000000001,7.970000000000000,5.770000000000000,28680434.270507801324129,31982.349529341499874,995065.70647
"2372","920109","5760","3721","6802","2137","2523",79.700000000000003,"117292","54",0.937500000000000,54.500000000000000,4.010000000000000,13.090000000000000,20.399999999999999,4.730000000000000,2.770000000000000,2.760000000000000,23609134.991210900247097,27635.633125470998493,2193650.496000,"72","920109","5760","3721","6802","2137","2523",79.700000000000003,"117292","54",0.937500000000000,54.500000000000000,4.010000000000000,13.090000000000000,20.399999999999999,4.730000000000000,2.770000000000000,2.760000000000000,23609134.991210900247097,27635.633125470998493,622977.08122
"2373","920110","3111","2348","7647","1045","2569",81.400000000000006,"128387","99",3.182256509161040,58.780000000000001,3.650000000000000,15.520000000000000,20.780000000000001,3.660000000000000,0.890000000000000,0.000000000000000,11341680.009765600785613,17025.232384853901749,1053813.993000,"58","920110","3111","2348","7647","1045","2569",81.400000000000006,"128387","99",3.182256509161040,58.780000000000001,3.650000000000000,15.520000000000000,20.780000000000001,3.660000000000000,0.890000000000000,0.000000000000000,11341680.009765600785613,17025.232384853901749,447843.29723
"2374","920111","3034","2174","6688","1030","2271",81.599999999999994,"125572","4",0.131839156229400,65.790000000000006,2.110000000000000,4.740000000000000,23.370000000000001,5.520000000000000,0.000000000000000,6.120000000000000,12646481.537109399214387,19603.855487067099602,1175051.106000,"72","920111","3034","2174","6688","1030","2271",81.599999999999994,"125572","4",0.131839156229400,65.790000000000006,2.110000000000000,4.740000000000000,23.370000000000001,5.520000000000000,0.000000000000000,6.120000000000000,12646481.537109399214387,19603.855487067099602,325186.30325
"2375","920112","4195","3210","6286","1604","2404",78.099999999999994,"124286","132",3.146603098927290,59.149999999999999,8.369999999999999,10.230000000000000,15.529999999999999,4.700000000000000,0.900000000000000,1.660000000000000,18603776.230468798428774,17646.720806831701339,1728569.120000,"41","920112","4195","3210","6286","1604","2404",78.099999999999994,"124286","132",3.146603098927290,59.149999999999999,8.369999999999999,10.230000000000000,15.529999999999999,4.700000000000000,0.900000000000000,1.660000000000000,18603776.230468798428774,17646.720806831701339,1014018.37260
"2376","920114","6350","4893","5816","2413","2210",74.099999999999994,"117049","486",7.653543307086610,51.630000000000003,1.180000000000000,23.120000000000001,19.390000000000001,1.860000000000000,4.430000000000000,0.950000000000000,30440645.831054698675871,36329.613598456002364,2828389.844000,"57","920114","6350","4893","5816","2413","2210",74.099999999999994,"117049","486",7.653543307086610,51.630000000000003,1.180000000000000,23.120000000000001,19.390000000000001,1.860000000000000,4.430000000000000,0.950000000000000,30440645.831054698675871,36329.613598456002364,1213723.75145
"2377","920115","4124","3235","2967","1599","1150",78.799999999999997,"92008","48",1.163918525703200,49.030000000000001,7.540000000000000,19.579999999999998,17.359999999999999,3.210000000000000,2.010000000000000,0.000000000000000,38748970.749023407697678,34812.101144137501251,3600352.576000,"66","920115","4124","3235","2967","1599","1150",78.799999999999997,"92008","48",1.163918525703200,49.030000000000001,7.540000000000000,19.579999999999998,17.359999999999999,3.210000000000000,2.010000000000000,0.000000000000000,38748970.749023407697678,34812.101144137501251,1241099.37445
"2378","920116","5102","3755","1780","1653","577",76.599999999999994,"115461","380",7.448059584476680,60.170000000000002,3.860000000000000,9.140000000000001,22.760000000000002,5.490000000000000,6.260000000000000,2.950000000000000,79906314.706054687500000,44200.727715011897089,7424560.656000,"30","920116","5102","3755","1780","1653","577",76.599999999999994,"115461","380",7.448059584476680,60.170000000000002,3.860000000000000,9.140000000000001,22.760000000000002,5.490000000000000,6.260000000000000,2.950000000000000,79906314.706054687500000,44200.727715011897089,5194437.36100
"2379","920118","5951","4465","5412","1812","1648",83.200000000000003,"132582","6",0.100823391026718,50.619999999999997,2.840000000000000,13.449999999999999,28.809999999999999,3.490000000000000,2.780000000000000,0.490000000000000,30652989.611328098922968,31332.075398178698379,2848136.559000,"39","920118","5951","4465","5412","1812","1648",83.200000000000003,"132582","6",0.100823391026718,50.619999999999997,2.840000000000000,13.449999999999999,28.809999999999999,3.490000000000000,2.780000000000000,0.490000000000000,30652989.611328098922968,31332.075398178698379,1733705.72670
"2380","920119","1820","1348","945","510","265",81.000000000000000,"160078","38",2.087912087912090,56.020000000000003,1.680000000000000,19.739999999999998,18.440000000000001,7.420000000000000,1.850000000000000,2.680000000000000,53712974.653320290148258,33921.776288307497452,4990771.805000,"0","920119","1820","1348","945","510","265",81.000000000000000,"160078","38",2.087912087912090,56.020000000000003,1.680000000000000,19.739999999999998,18.440000000000001,7.420000000000000,1.850000000000000,2.680000000000000,53712974.653320290148258,33921.776288307497452,4990771.80528
"2381","920120","4118","2653","1451","1091","384",82.799999999999997,"191161","0",0.000000000000000,36.159999999999997,12.779999999999999,15.930000000000000,25.870000000000001,0.190000000000000,4.330000000000000,3.400000000000000,79144140.330078095197678,45444.306641741401108,7353736.871000,"26","920120","4118","2653","1451","1091","384",82.799999999999997,"191161","0",0.000000000000000,36.159999999999997,12.779999999999999,15.930000000000000,25.870000000000001,0.190000000000000,4.330000000000000,3.400000000000000,79144140.330078095197678,45444.306641741401108,5473771.98795
"2382","920121","10314","6270","2190","3033","644",77.400000000000006,"135132","738",7.155322862129140,41.450000000000003,8.510000000000000,27.250000000000000,17.090000000000000,2.890000000000000,2.170000000000000,1.440000000000000,131311753.141601994633675,64236.947137061506510,12200856.140000,"20","920121","10314","6270","2190","3033","644",77.400000000000006,"135132","738",7.155322862129140,41.450000000000003,8.510000000000000,27.250000000000000,17.090000000000000,2.890000000000000,2.170000000000000,1.440000000000000,131311753.141601994633675,64236.947137061506510,9742220.25686
"2384","920312","5903","4473","1122","2054","390",70.500000000000000,"79444","838",14.196171438251699,42.039999999999999,4.350000000000000,5.900000000000000,45.689999999999998,11.180000000000000,3.260000000000000,7.820000000000000,146648305.856445014476776,58362.886713825500919,13625590.190000,"50","920312","5903","4473","1122","2054","390",70.500000000000000,"79444","838",14.196171438251699,42.039999999999999,4.350000000000000,5.900000000000000,45.689999999999998,11.180000000000000,3.260000000000000,7.820000000000000,146648305.856445014476776,58362.886713825500919,6869777.62121
"2385","920313","5342","3606","4837","1846","1671",78.200000000000003,"111711","394",7.375514788468740,45.680000000000000,0.650000000000000,4.880000000000000,46.869999999999997,10.900000000000000,6.380000000000000,6.280000000000000,30791667.618164099752903,24701.045734566698229,2860967.845000,"22","920313","5342","3606","4837","1846","1671",78.200000000000003,"111711","394",7.375514788468740,45.680000000000000,0.650000000000000,4.880000000000000,46.869999999999997,10.900000000000000,6.380000000000000,6.280000000000000,30791667.618164099752903,24701.045734566698229,2222552.86723
